gene_name	beta	se	p_wald	chr	start	end
TESPA1	0.01733878	0.01952478	0.3749048	12	55341802	55378530
METTL7B	0.002287711	0.009229139	0.8043198	12	56075330	56078395
ITGA7	-0.0001681777	0.01944049	0.9931008	12	56078352	56109827
BLOC1S1	-0.01595186	0.01630175	0.3282362	12	56109820	56113871
CD63	0.04451157	0.04055402	0.2728617	12	56119107	56123491
RP11-644F5.11	0.02562283	0.02059102	0.2138901	12	56122888	56124467
GDF11	-0.03099184	0.02668913	0.2460542	12	56137064	56150911
RP11-762I7.4	0.0009934233	0.01395724	0.9432832	12	56155334	56156412
DNAJC14	0.01787877	0.01860051	0.336872	12	56214744	56224608
TMEM198B	0.0115251	0.0241382	0.6332207	12	56223529	56230030
WIBG	0.06258901	0.03097654	0.04380913	12	56295197	56326402
DGKA	0.01741762	0.02975939	0.5585967	12	56321103	56347811
CDK2	0.004633082	0.01230843	0.7067521	12	56360553	56366568
SUOX	0.01984996	0.02900929	0.4940957	12	56390964	56400425
IKZF4	-0.01655526	0.03166881	0.6013486	12	56401443	56432219
RPS26	0.004364065	0.007185007	0.5438443	12	56435637	56438116
ERBB3	-0.008705826	0.02070362	0.674285	12	56473641	56497289
PA2G4	-0.01323443	0.04593888	0.7733873	12	56498103	56509935
RPL41	0.01952213	0.02934155	0.5061095	12	56510370	56511727
ZC3H10	-0.0100182	0.02482608	0.6867102	12	56511943	56516278
ESYT1	-0.02489392	0.03144562	0.4289037	12	56512034	56538457
MYL6B	-0.05605892	0.0425021	0.1877247	12	56546040	56551771
MYL6	-0.06040019	0.04062731	0.1376657	12	56551945	56557280
RP11-977G19.5	0.04686715	0.02297518	0.04183369	12	56556143	56584068
SMARCC2	0.01990334	0.04309007	0.6443338	12	56556767	56583351
RNF41	-0.02958368	0.04991577	0.5536424	12	56598285	56615737
OBFC2B	0.03880323	0.04597321	0.3990113	12	56615799	56623638
ANKRD52	-0.01393214	0.04495883	0.7567637	12	56631591	56652175
COQ10A	0.03562302	0.02632387	0.1765247	12	56660642	56664750
CS	-0.04229708	0.05618671	0.4518928	12	56665483	56694176
RP11-977G19.12	-0.005151188	0.01463685	0.7250225	12	56702652	56703233
CNPY2	0.01455539	0.02360543	0.537744	12	56703626	56710120
PAN2	0.01509871	0.0319223	0.6364114	12	56710007	56727837
STAT2	-0.02572822	0.03404956	0.4502037	12	56735381	56753939
TIMELESS	6.707941e-05	0.01993061	0.9973158	12	56810903	56843187
SPRYD4	0.006170988	0.0288318	0.8305992	12	56862301	56864763
GLS2	-0.003550051	0.01345466	0.7919914	12	56864736	56882198
RBMS2	0.02543275	0.02465926	0.3028187	12	56915713	56984745
BAZ2A	-0.0354242	0.04702387	0.4515755	12	56989380	57030600
ATP5B	-0.04505635	0.04354743	0.3012837	12	57031959	57039798
PTGES3	0.06183664	0.03842013	0.1080798	12	57057127	57082159
NACA	-0.02634356	0.04718337	0.5768495	12	57106212	57125412
PRIM1	0.007990584	0.01474111	0.5879944	12	57125372	57146157
HSD17B6	-0.0108557	0.01238524	0.3811368	12	57145945	57181574
ZBTB39	-0.01846201	0.0210949	0.3818509	12	57392618	57400230
TAC3	0.01428504	0.007802561	0.06766524	12	57403784	57422667
TMEM194A	0.04486408	0.01848786	0.01555573	12	57449426	57481846
NAB2	0.03814811	0.03098433	0.2187681	12	57482677	57489259
STAT6	0.03491662	0.02815144	0.2153844	12	57489191	57525922
LRP1	0.01614229	0.03968701	0.6843561	12	57522276	57607134
NXPH4	0.00192292	0.009176761	0.8341019	12	57610578	57620232
SHMT2	-0.0121776	0.02220319	0.583596	12	57623110	57628718
NDUFA4L2	-0.009468168	0.01724281	0.5831524	12	57628686	57634498
STAC3	0.007189352	0.01693254	0.6713018	12	57637236	57644976
R3HDM2	-0.01961595	0.03980498	0.6223482	12	57643392	57824788
GLI1	0.007876785	0.01043001	0.4504476	12	57853918	57866045
ARHGAP9	0.002778979	0.0190577	0.8841172	12	57866038	57882597
MARS	0.02321462	0.03974009	0.5593496	12	57869228	57911352
DDIT3	0.01551701	0.01929771	0.4216925	12	57910371	57914300
MBD6	-0.02785736	0.02972288	0.3490454	12	57914493	57923931
DCTN2	-0.08256294	0.05299673	0.119831	12	57923885	57941114
KIF5A	-0.04782177	0.01648922	0.00387744	12	57943781	57980415
PIP4K2C	-0.0009366808	0.03444717	0.9783165	12	57984957	57997198
DTX3	-0.06365731	0.05417997	0.2405301	12	57998405	58003587
ARHGEF25	0.02272571	0.03372078	0.500632	12	58003963	58017959
SLC26A10	0.007143312	0.01168759	0.5413259	12	58013310	58019934
B4GALNT1	-0.02593197	0.03288828	0.4307493	12	58017193	58027138
OS9	0.0668565	0.04185015	0.1107198	12	58087738	58115340
AGAP2	-0.01644528	0.0375332	0.6614462	12	58118981	58135940
TSPAN31	-0.02895527	0.03054963	0.343639	12	58131796	58143994
CDK4	-0.005537766	0.02073781	0.7895399	12	58142034	58149796
MARCH9	-0.000584775	0.03704304	0.9874105	12	58148881	58154190
METTL1	0.01679477	0.01436587	0.2428765	12	58162254	58166576
METTL21B	0.003774877	0.009673347	0.6965129	12	58165275	58176324
TSFM	0.03040346	0.02754752	0.2702141	12	58176372	58201854
AVIL	0.01033258	0.01346265	0.4431113	12	58191159	58212487
CTDSP2	0.04100003	0.0408376	0.3158279	12	58213710	58240522
RP11-620J15.3	-0.007935081	0.02922707	0.7861094	12	58325311	58329958
XRCC6BP1	0.004591051	0.01313003	0.7267265	12	58335324	58351052
LRIG3	-0.003003149	0.01319725	0.8200733	12	59265931	59314303
SLC16A7	0.01170545	0.02292404	0.6098213	12	59989848	60176395
FAM19A2	-0.03528783	0.02337319	0.1316757	12	62102040	62672931
USP15	0.03767423	0.03510629	0.2836721	12	62654119	62811211
MON2	-0.03942577	0.04768879	0.4087458	12	62860597	62991363
RP11-631N16.2	0.01884388	0.01410358	0.1820633	12	62996532	63007855
PPM1H	0.02753105	0.0357756	0.4418959	12	63038367	63328817
DPY19L2	0.006368094	0.01484657	0.6681431	12	63952693	64062719
TMEM5	0.04293291	0.02026014	0.03452777	12	64173583	64203338
SRGAP1	-0.01571496	0.02578104	0.5424067	12	64238073	64541613
C12orf66	-0.001482981	0.02156489	0.9451989	12	64580096	64616076
XPOT	-0.02814914	0.03816101	0.4610447	12	64798130	64844907
TBK1	-0.001025294	0.03728673	0.9780728	12	64845660	64895888
RASSF3	-0.03148544	0.01696648	0.06402099	12	65004293	65091347
GNS	-0.0251411	0.04018454	0.531808	12	65107225	65153227
TBC1D30	-0.02833563	0.02816799	0.3148781	12	65174589	65274812
RP11-766N7.3	-0.01779255	0.01272684	0.1626626	12	65277174	65371302
WIF1	-0.007498943	0.007004022	0.2847875	12	65444406	65515346
LEMD3	-0.02857929	0.03371943	0.3970483	12	65563351	65642107
MSRB3	-0.006657711	0.02679445	0.8038601	12	65672423	65882024
LLPH	0.0198045	0.02691024	0.4620748	12	66516842	66524548
TMBIM4	-0.009731955	0.007611081	0.2015536	12	66517709	66563852
IRAK3	0.007463186	0.01221436	0.5414388	12	66582659	66648402
HELB	-0.006248316	0.01018735	0.5399029	12	66696325	66737423
CAND1	-0.014781	0.05809318	0.7992531	12	67663061	67713731
DYRK2	-0.01600641	0.02405647	0.5060918	12	68042118	68059186
MDM1	0.02031318	0.02543251	0.4248013	12	68666223	68726161
RAP1B	-0.04457236	0.03193754	0.163391	12	69004619	69054372
NUP107	0.0254713	0.02227363	0.2532989	12	69080514	69136785
SLC35E3	0.009634511	0.02962973	0.74518	12	69139886	69187744
MDM2	-0.0466845	0.03737285	0.2121357	12	69201956	69239214
CPM	-0.02599253	0.01564567	0.0972141	12	69235977	69365350
CPSF6	0.03490774	0.03971564	0.3798139	12	69633317	69668138
YEATS4	0.01483632	0.01552948	0.3398097	12	69753483	69784576
FRS2	-0.0139681	0.03251427	0.6676544	12	69864129	69973562
CCT2	-0.01872147	0.04899926	0.7025511	12	69979114	69995350
BEST3	-0.0007314765	0.008462831	0.9311526	12	70037140	70093256
RAB3IP	-0.00851071	0.02202557	0.6993478	12	70132461	70216984
CNOT2	-0.06841252	0.04577037	0.1355647	12	70636774	70748773
KCNMB4	-0.02353224	0.0254822	0.3561605	12	70760056	70828072
PTPRB	0.004979953	0.01851324	0.7880343	12	70910630	71031220
PTPRR	-0.01297638	0.0197197	0.5107848	12	71031853	71314623
ZFC3H1	0.06545999	0.03644433	0.07301318	12	72003252	72061505
THAP2	0.01212546	0.0216291	0.575291	12	72056789	72074419
TMEM19	0.02233993	0.02354782	0.3431845	12	72079867	72097836
RAB21	0.02555978	0.04800286	0.5946183	12	72148654	72184699
TBC1D15	0.01510836	0.0410826	0.7131959	12	72233487	72320629
TRHDE	-0.03410976	0.02200687	0.1217223	12	72481046	73059422
AC087886.1	-0.02928266	0.01808378	0.1059566	12	72647288	72668687
ATXN7L3B	0.07773618	0.05165868	0.1329444	12	74931551	74935223
KCNC2	-0.005133615	0.02716333	0.8501694	12	75433857	75603648
CAPS2	0.001070075	0.02373411	0.9640551	12	75669759	75784708
GLIPR1L2	0.009157638	0.005346683	0.0873144	12	75784850	75826468
GLIPR1	-0.009066077	0.014919	0.5436444	12	75874460	75897633
KRR1	0.02873466	0.0189939	0.1308914	12	75890684	75905416
PHLDA1	0.0149615	0.02200471	0.4968374	12	76419227	76427712
NAP1L1	-0.02570879	0.04324242	0.5524023	12	76438670	76478813
BBS10	-0.01359518	0.02433269	0.5765779	12	76738254	76742222
OSBPL8	-0.02567399	0.03842149	0.5042717	12	76745577	76953589
ZDHHC17	-0.005055185	0.05063568	0.9205119	12	77157368	77247476
CSRP2	-0.0177632	0.01486428	0.2325885	12	77252495	77272840
NAV3	-0.00349635	0.03081003	0.9096904	12	78224685	78606790
SYT1	0.02743202	0.03495132	0.432869	12	79257773	79845788
PAWR	-0.011772	0.01548419	0.4474229	12	79968759	80084877
PPP1R12A	0.04945653	0.03781321	0.1914439	12	80167343	80329240
OTOGL	-0.007433328	0.01126246	0.5095222	12	80603233	80772870
LIN7A	0.004820877	0.02912553	0.8685946	12	81186299	81331704
ACSS3	-0.004851162	0.01878591	0.7963221	12	81331594	81650533
PPFIA2	0.01407604	0.02627407	0.5923541	12	81652045	82153332
CCDC59	0.03949005	0.02771119	0.1547036	12	82617460	82752584
TMTC2	-0.005103265	0.02280726	0.8230295	12	83080659	83528649
SLC6A15	-0.03361828	0.02516195	0.182073	12	85253492	85307394
C12orf29	0.02261728	0.02632509	0.3906277	12	88427623	88443937
CEP290	0.04020442	0.03000983	0.1808894	12	88442794	88535993
TMTC3	-0.002727993	0.02825632	0.923123	12	88536073	88593664
KITLG	-0.06158386	0.01835349	0.000846687	12	88885885	88974628
DUSP6	-0.00635912	0.01162544	0.5845989	12	89741050	89747048
POC1B	-0.05918012	0.02512573	0.01885248	12	89813495	89919801
ATP2B1	0.05683941	0.04628114	0.2199185	12	89981828	90103077
DCN	-0.008531391	0.01378645	0.5362865	12	91539025	91576900
BTG1	0.001907031	0.02580309	0.941111	12	92536286	92539673
EEA1	0.01643449	0.03104418	0.5967467	12	93164413	93323107
NUDT4	0.0002308172	0.03010905	0.9938862	12	93771659	93797024
UBE2N	0.002620394	0.04809633	0.9565706	12	93799449	93836038
MRPL42	0.06280176	0.03841938	0.1026931	12	93861264	93897545
SOCS2	0.008397751	0.01564007	0.591526	12	93963590	93977263
PLXNC1	-0.00616783	0.02838505	0.8280612	12	94542499	94701451
CCDC41	-0.006148049	0.01952279	0.7529436	12	94700225	94853764
TMCC3	-0.002893222	0.01933573	0.8811103	12	94960900	95044338
NDUFA12	0.01459994	0.03860969	0.70547	12	95290831	95397546
NR2C1	0.01966398	0.03717852	0.5970818	12	95415669	95467479
FGD6	0.02507001	0.02378056	0.2922405	12	95470525	95611258
VEZT	0.05849548	0.03742219	0.1185947	12	95611522	95696566
METAP2	-0.02608198	0.04978553	0.6005669	12	95867296	95909615
NTN4	0.006206174	0.01831275	0.7348142	12	96051583	96184930
SNRPF	0.0183952	0.02762195	0.5057119	12	96252706	96297606
LTA4H	-0.03126204	0.04225763	0.4597369	12	96394606	96437298
ELK3	-0.01493604	0.01510389	0.32315	12	96588160	96663613
CDK17	-0.07308131	0.03625673	0.0443177	12	96672039	96794338
NEDD1	-0.007552307	0.01764979	0.6688918	12	97301001	97347129
SLC9A7P1	-0.006645634	0.01202028	0.5805766	12	98847613	98850923
TMPO	0.02323304	0.03258643	0.4761664	12	98909290	98944157
SLC25A3	-0.07649774	0.05131987	0.1366339	12	98987369	98995946
IKBIP	-0.01905103	0.0131855	0.1490663	12	99007183	99038891
APAF1	-0.02912014	0.03011063	0.3339136	12	99038919	99129204
ANKS1B	0.003217203	0.03077329	0.9167744	12	99120235	100378432
RP11-473C19.1	-0.004771824	0.01021578	0.6406097	12	99325460	99370434
UHRF1BP1L	0.04490933	0.03270123	0.1702077	12	100422233	100536626
GOLGA2B	-0.0343329	0.01529379	0.02516882	12	100550135	100567437
ACTR6	-0.02618226	0.03446786	0.4478087	12	100592900	100635643
SCYL2	-0.03448038	0.03803166	0.3650003	12	100660918	100735502
ANO4	-0.01540141	0.02135863	0.471161	12	101111304	101522419
UTP20	0.002598325	0.032037	0.9353886	12	101673887	101780394
ARL1	-0.03668167	0.04292429	0.3931604	12	101786898	101801598
MYBPC1	-0.02282862	0.01432175	0.1115102	12	101962131	102079796
CHPT1	-0.0151395	0.02447355	0.5364299	12	102090725	102137918
SYCP3	0.004767315	0.01427358	0.7385092	12	102122426	102133250
GNPTAB	0.03673829	0.04468595	0.4113486	12	102139275	102224716
CCDC53	-0.02591687	0.03275696	0.4291737	12	102406705	102455927
PAH	-0.009154126	0.008580102	0.2864809	12	103230663	103352188
ASCL1	-0.02733652	0.01680579	0.1043879	12	103351464	103354294
NT5DC3	0.01035915	0.01876195	0.5810779	12	104164231	104234975
HSP90B1	0.05915944	0.02887114	0.04092424	12	104323885	104347423
C12orf73	-0.01498168	0.02083938	0.4724981	12	104343980	104359486
TDG	-0.0108879	0.02618197	0.6776772	12	104359582	104382652
GLT8D2	0.008985553	0.0142086	0.5273848	12	104382762	104457961
HCFC2	0.006837427	0.02913796	0.8145616	12	104458235	104498639
NFYB	0.01405752	0.03510141	0.6889552	12	104510855	104532067
TXNRD1	0.02492829	0.02807853	0.3750303	12	104609557	104744061
RPL18AP3	0.002235737	0.01340789	0.8676292	12	104659056	104659669
CHST11	-0.02216456	0.02431012	0.3623011	12	104849073	105155792
SLC41A2	0.01407127	0.02137881	0.510691	12	105196331	105352522
C12orf45	0.03248225	0.02045951	0.1129392	12	105380088	105443515
ALDH1L2	0.006276712	0.01803321	0.7279243	12	105413568	105478355
KIAA1033	0.0431151	0.02918721	0.1401925	12	105501102	105562912
APPL2	0.002224674	0.03066715	0.9421963	12	105567074	105630016
NUAK1	-0.01717083	0.0358373	0.6320332	12	106457118	106533811
RP11-114F10.3	-0.01019032	0.01019733	0.3180797	12	106496941	106499943
CKAP4	-0.0387094	0.03317057	0.2437203	12	106631655	106698057
TCP11L2	-0.01641533	0.01947763	0.399716	12	106695707	106740793
POLR3B	-0.01306466	0.02187452	0.5505816	12	106751436	106903976
RFX4	0.000554889	0.01812969	0.9755943	12	106976685	107156581
RIC8B	0.009777476	0.03930717	0.8036499	12	107168373	107283090
C12orf23	0.02946489	0.03224355	0.3612076	12	107349497	107372556
MTERFD3	0.01516738	0.03007983	0.6142948	12	107371069	107380944
CRY1	-0.01159143	0.02125827	0.5857896	12	107385142	107487607
BTBD11	-0.02826621	0.01643239	0.08596331	12	107712190	108053419
PWP1	-0.002064518	0.03921523	0.9580331	12	108079509	108106944
PRDM4	-0.07032297	0.03448766	0.04191652	12	108126643	108155049
WSCD2	-0.01671148	0.02266324	0.4612018	12	108523248	108644314
CMKLR1	0.01245552	0.009444667	0.1877845	12	108681821	108733118
FICD	0.02024706	0.02605616	0.4374582	12	108908962	108919614
SART3	-0.01392085	0.04761275	0.7701082	12	108916357	108955176
ISCU	-0.0001583298	0.04617593	0.9972654	12	108956358	108963160
TMEM119	-0.0181138	0.01035195	0.08070714	12	108983622	108992096
SELPLG	-0.002362044	0.009501811	0.803771	12	109015686	109027735
CORO1C	-0.09484116	0.0391047	0.0156137	12	109038885	109125372
SSH1	-0.01263066	0.03900322	0.7461841	12	109176466	109251366
SVOP	0.028959	0.02644403	0.2739462	12	109304658	109459045
USP30	-0.03490637	0.03648945	0.3391786	12	109460894	109525831
ALKBH2	-0.00495017	0.02342837	0.832739	12	109525993	109531436
UNG	-0.02222254	0.02633318	0.3990901	12	109535379	109548797
ACACB	-0.003170534	0.01975497	0.8725512	12	109554400	109706031
KCTD10	-0.01036772	0.03395232	0.7602057	12	109886461	109915349
UBE3B	0.04962446	0.04917277	0.3133262	12	109915207	109974507
MMAB	-0.01660842	0.02480366	0.5033945	12	109993255	110011679
MVK	-0.005943391	0.02507112	0.8126969	12	110011060	110035067
C12orf34	0.002387649	0.02422855	0.9215337	12	110152033	110208312
GLTP	0.02617707	0.02636805	0.3212617	12	110288959	110318293
TCHP	0.0132596	0.03631153	0.7151296	12	110338069	110421646
GIT2	-0.04591842	0.02905016	0.1145266	12	110367607	110434194
ANKRD13A	0.01938648	0.03639824	0.5945093	12	110436991	110477568
C12orf76	0.03322137	0.04126929	0.4211707	12	110465521	110511491
IFT81	-0.01169344	0.02955577	0.692523	12	110562140	110656602
ATP2A2	0.02672093	0.05609368	0.6340039	12	110718561	110788898
ANAPC7	0.05679459	0.044564	0.2030382	12	110810705	110841535
ARPC3	0.04136533	0.04033768	0.3055861	12	110872630	110888227
GPN3	-0.01577593	0.0235963	0.5040443	12	110890289	110907019
FAM216A	0.01978668	0.03412934	0.5623151	12	110906169	110928190
VPS29	0.03132509	0.04159188	0.4516773	12	110928902	110939922
PPTC7	-0.03321313	0.03157704	0.293344	12	110969120	111021125
TCTN1	0.02183527	0.0281427	0.4381528	12	111051832	111087235
HVCN1	-0.02637637	0.01631047	0.1064165	12	111065646	111142755
PPP1CC	-0.073708	0.04518788	0.103428	12	111157485	111180744
CUX2	0.003145744	0.01902453	0.8687272	12	111471828	111788358
FAM109A	0.005782826	0.02646713	0.8271272	12	111798339	111806925
SH2B3	-0.05690044	0.02875537	0.04833604	12	111843752	111889427
ATXN2	-0.08303884	0.0521644	0.1119848	12	111890018	112037480
BRAP	0.05190791	0.04413253	0.2400271	12	112080797	112123790
ACAD10	0.06287703	0.03208671	0.05054389	12	112123857	112194903
ALDH2	0.04868325	0.02719306	0.07395449	12	112204691	112247782
C12orf47	0.007604046	0.03302404	0.8179764	12	112277571	112280706
MAPKAPK5	-0.0574693	0.03910278	0.1422111	12	112279782	112334343
TMEM116	0.04420509	0.02302807	0.0554195	12	112369102	112450935
ERP29	0.00111611	0.03882076	0.9770741	12	112451120	112461255
NAA25	-0.03077052	0.03429637	0.3700047	12	112464500	112546826
TRAFD1	0.02410997	0.03657369	0.5100308	12	112563305	112591407
C12orf51	0.02866452	0.0502681	0.568751	12	112597992	112819896
RPL7AP60	-0.003834525	0.01061624	0.718092	12	112739677	112740467
RPL6	0.09544553	0.04663089	0.04114601	12	112842994	112856642
PTPN11	0.01705697	0.04173547	0.6829233	12	112856155	112947717
RPH3A	0.05570387	0.01974269	0.00495156	12	113008184	113336686
OAS1	0.003677956	0.007513149	0.6246562	12	113344582	113369991
OAS3	0.003371944	0.008661584	0.6972047	12	113376157	113411054
OAS2	0.003729718	0.008266498	0.6520329	12	113416200	113449528
DTX1	-0.0551504	0.03009881	0.06744164	12	113494514	113535833
RASAL1	0.01747759	0.01764203	0.3222748	12	113536624	113574044
DDX54	-0.009624395	0.03100853	0.7563895	12	113594979	113623284
C12orf52	0.02428984	0.02518586	0.3352545	12	113623331	113630173
IQCD	-0.02179306	0.01478387	0.1410199	12	113633246	113658899
TPCN1	0.008342845	0.02817847	0.7672863	12	113658855	113736390
SLC24A6	-0.02177077	0.02861241	0.4470491	12	113736564	113797298
PLBD2	-0.01818517	0.03036367	0.5494763	12	113796371	113827203
SDS	-0.002275067	0.007909415	0.7737296	12	113830250	113841693
SDSL	0.01160827	0.01230372	0.3458486	12	113860042	113876081
RP11-438N16.1	0.0149402	0.01354443	0.2704836	12	114117264	114211488
RBM19	-0.02603285	0.03104018	0.4020093	12	114254543	114404176
TBX3	0.0128605	0.01081372	0.2348401	12	115108059	115121969
MED13L	-0.04646156	0.04318124	0.2824107	12	116395711	116715143
LINC00173	-0.005861814	0.01282918	0.6479129	12	116971227	116974323
C12orf49	0.005109167	0.03183398	0.8725504	12	117153593	117175875
RNFT2	0.02355619	0.0378256	0.5336999	12	117176096	117291436
HRK	0.02884919	0.01638346	0.07881165	12	117298932	117319232
FBXW8	0.02436406	0.02468664	0.3241062	12	117348761	117470180
TESC	-0.01080021	0.01781827	0.5446759	12	117476728	117537284
FBXO21	0.05194507	0.04358919	0.2338907	12	117581146	117628336
NOS1	0.02999056	0.01431338	0.03659934	12	117636114	117889975
KSR2	0.007277487	0.02427928	0.7644874	12	117890817	118406788
RFC5	0.01901226	0.02798937	0.4972521	12	118451393	118470935
WSB2	-0.01695239	0.03814199	0.6568874	12	118470712	118500235
VSIG10	-0.01614241	0.02565719	0.5295054	12	118501398	118573831
PEBP1	0.04096354	0.0423586	0.3339333	12	118573663	118583389
TAOK3	0.01753658	0.04163061	0.6737414	12	118587606	118810750
RPS2P5	0.0005400611	0.003803589	0.8871417	12	118683877	118684807
SUDS3	0.07841404	0.04946568	0.1134868	12	118814185	118855840
SRRM4	-0.02741588	0.0347595	0.4306069	12	119419300	119600856
HSPB8	-0.01514596	0.02395058	0.527397	12	119616447	119658936
RP11-64B16.2	0.004697285	0.01149062	0.6828496	12	119632655	119633199
TMEM233	-0.0006533825	0.00810225	0.9357557	12	120031264	120079363
PRKAB1	0.01284459	0.03176077	0.6860622	12	120105558	120119435
CIT	0.04411794	0.0358431	0.2188965	12	120123595	120315095
CCDC64	-0.03094449	0.02792169	0.2682304	12	120427648	120532298
RAB35	-0.0603416	0.04733027	0.2028773	12	120532899	120555306
GCN1L1	-0.045022	0.04624742	0.3307282	12	120565007	120632513
RPLP0	0.0610587	0.03826458	0.1111266	12	120634489	120639038
PXN	0.02054152	0.02127505	0.3347048	12	120648250	120703574
SIRT4	0.002379473	0.01460468	0.8706366	12	120740119	120751052
MSI1	0.01717185	0.02206086	0.436674	12	120779133	120806983
COX6A1	-0.04448091	0.02248803	0.04842582	12	120875893	120878545
TRIAP1	0.02009177	0.02574604	0.4354987	12	120881764	120884215
GATC	-0.007057352	0.01605664	0.6604499	12	120884241	120899389
SRSF9	0.0006000505	0.02324532	0.9794151	12	120899471	120907596
DYNLL1	-0.01118581	0.03889136	0.7737475	12	120907653	120936296
RP11-18C24.6	0.005070068	0.0233139	0.8279223	12	120928131	120933743
COQ5	-0.009509316	0.02795212	0.7338347	12	120941077	120972237
RNF10	0.04448507	0.05257627	0.3978592	12	120971283	121015397
POP5	0.001718631	0.02388592	0.9426664	12	121016567	121019201
RP11-728G15.1	0.02235824	0.01775556	0.2084795	12	121067908	121079394
CABP1	0.01970922	0.0293742	0.502519	12	121078355	121105127
MLEC	0.00903998	0.0443828	0.8386768	12	121124672	121139667
UNC119B	0.05847405	0.02998096	0.05163558	12	121148238	121161443
ACADS	0.01972601	0.01657645	0.2345554	12	121163538	121177811
SPPL3	-0.02225386	0.04098227	0.58734	12	121200313	121342174
C12orf43	0.07675754	0.03185505	0.0162956	12	121440243	121454305
P2RX7	-0.002987089	0.0142335	0.8338516	12	121570622	121623876
P2RX4	0.008261643	0.01996127	0.6791195	12	121647660	121671909
CAMKK2	0.03385423	0.02913181	0.2456931	12	121675497	121736111
ANAPC5	-0.04446205	0.04434959	0.3165226	12	121746048	121837699
RNF34	0.05466568	0.04910092	0.2660482	12	121837844	121868389
KDM2B	0.08570495	0.04050553	0.03480028	12	121866902	122018920
RP13-941N14.1	0.001743087	0.01339972	0.8965473	12	122018697	122031409
MORN3	-0.03001766	0.01743338	0.08565494	12	122089024	122110537
TMEM120B	-0.04887773	0.03774882	0.1959235	12	122150658	122220907
AC084018.1	-0.03626048	0.01960228	0.06487347	12	122233173	122241812
SETD1B	-0.03738753	0.03865904	0.3339112	12	122242086	122270562
PSMD9	0.03905716	0.02394605	0.1034485	12	122326637	122356203
WDR66	-0.03466756	0.01929156	0.07287496	12	122355768	122441833
BCL7A	-0.05862225	0.04284065	0.1717481	12	122457328	122499948
MLXIP	-0.04080701	0.03410104	0.2319548	12	122516628	122629266
LRRC43	-0.01350883	0.01860828	0.4681708	12	122652285	122688018
B3GNT4	-0.003062107	0.01780106	0.863486	12	122688090	122693499
DIABLO	0.009063107	0.01726307	0.5997935	12	122692210	122712081
VPS33A	-0.007873574	0.03128824	0.8014077	12	122715292	122751068
CLIP1	-0.08449182	0.0385558	0.02883727	12	122755979	122907179
ZCCHC8	-0.02157355	0.02979058	0.4692648	12	122957417	122985518
RSRC2	-0.04723269	0.04300714	0.2725714	12	122989240	123011547
KNTC1	-0.01340759	0.0196293	0.4948673	12	123011793	123110926
DENR	0.05000342	0.04312122	0.2467107	12	123237321	123255611
CCDC62	0.005531336	0.01540467	0.7196804	12	123258874	123312075
HIP1R	-0.01452479	0.02965768	0.6245061	12	123319000	123347507
VPS37B	0.004644544	0.02746801	0.8657882	12	123349882	123380991
ABCB9	-0.03108838	0.03110655	0.3180297	12	123405498	123466196
PITPNM2	-0.04301182	0.03549511	0.226118	12	123468027	123634562
RP11-197N18.7	0.002866056	0.01144049	0.8022792	12	123565931	123569291
MPHOSPH9	-0.0187231	0.02817655	0.5066519	12	123636867	123728561
C12orf65	0.0003232597	0.03415586	0.9924521	12	123717463	123742506
RP11-282O18.3	-0.02291252	0.01232358	0.06352269	12	123728734	123746030
CDK2AP1	-0.01620696	0.02422639	0.5037873	12	123745528	123756881
SBNO1	0.01899926	0.05010839	0.7047119	12	123773656	123834988
RP13-942N8.1	0.00653619	0.01009366	0.5175417	12	123849500	123850660
SETD8	0.00151301	0.0383277	0.9685254	12	123868320	123893905
RILPL2	-0.001421038	0.02580154	0.956098	12	123899936	123921264
SNRNP35	0.04087661	0.03629137	0.2605071	12	123942188	123957701
RILPL1	-0.02981333	0.03550238	0.4014075	12	123955925	124018265
RP11-486O12.2	-0.002510574	0.01353797	0.8529465	12	124066767	124069662
TMED2	-0.0216335	0.0403397	0.5919781	12	124069078	124083116
DDX55	0.001079574	0.02019767	0.9573923	12	124086624	124105482
EIF2B1	-0.005932578	0.03999172	0.8821244	12	124104953	124118313
GTF2H3	0.0231879	0.02720594	0.3944102	12	124118375	124146479
TCTN2	-0.001035217	0.02209114	0.9626408	12	124155660	124192948
ATP6V0A2	-0.02887046	0.0325262	0.3751377	12	124196865	124245549
DNAH10	-0.01179146	0.01291509	0.3616402	12	124247042	124420753
CCDC92	-0.0002157527	0.03799998	0.9954719	12	124403207	124457378
DNAH10OS	-0.02308145	0.01609707	0.1521674	12	124410971	124419531
ZNF664	-0.01417068	0.03696379	0.7015951	12	124456392	124499974
FAM101A	0.006299066	0.01376203	0.6473379	12	124773710	124800570
NCOR2	-0.02616945	0.04048014	0.5182386	12	124808961	125052135
SCARB1	0.01610289	0.01685529	0.339812	12	125261606	125367214
UBC	0.02397035	0.0239047	0.316421	12	125396150	125401914
DHX37	0.002363235	0.02895412	0.9349784	12	125431371	125473668
BRI3BP	-0.02213418	0.038379	0.5643586	12	125478246	125515684
AACS	-0.04032395	0.02592791	0.1204616	12	125549925	125627873
TMEM132B	0.007846995	0.03368644	0.8158923	12	125671382	126146917
LINC00507	0.015458	0.01048796	0.1410817	12	128399917	128436097
TMEM132C	-0.007941981	0.0201503	0.6936315	12	128751948	129192460
